text,keyword,label
_estep I am glad you are getting into your twittering,I am glad you are getting into your twittering,positive
" Hey, TDukes! I flwd U immediately this morn.when DHmptn mentioned the bit abt the tattoo. LOVE her,she`s my #1Fav. twitterer","LOVE her,she`s my",positive
 Aww ya not showing off all us mums should be proud of ours kids and let everyone know it,Aww ya not showing off all us mums should be proud of ours kids and let everyone know it,positive
I miss nicc today.,I miss nicc today.,negative
_of_Twtr Beautiful!,Beautiful!,positive
On my way to work wish I had more days off,wish,positive
"http://twitpic.com/4wsxi   F3 w (demo) aero wheels. Louder, but they cut like a knife. U will hear me coming, passing on your left",") aero wheels. Louder, but they cut like a knife. U will hear me coming, passing on your left",neutral
 discover a whole new beautiful you,discover a whole new beautiful you,positive
Our Christian mobile directory is running! Just a month old  Visit http://tiny.cc/caribdir,Our Christian mobile directory is running! Just a month old,neutral
Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!,SUCKS!!,negative
"Alex slammed her head into the edge of the table about 30 min ago.  She`s going to have a nice, blue bruise.","Alex slammed her head into the edge of the table about 30 min ago.  She`s going to have a nice, blue bruise.",negative
 thanks so much for that!  i will most definitely pass that along to my amazing mother...,y amazing mother.,positive
 yay!,yay!,positive
 ahh i love u! u got a twitterrr,ahh i love u! u got a twitterrr,positive
"haircut as short as possible, even change color , new me","haircut as short as possible, even change color , new me",neutral
Ugh... Waiting.... Interminable...,Ugh... Waiting.... Interminable...,negative
 it didnt  - from research the traffic in this beautiful system of twitter is approx 100msg/second.. mine only grabs 6msg/sec,s beautiful,positive
feel like ****.....and will continue to for as long as it takes,****..,negative
Greenville for the weekend for my best friends birthday and leaving way later than i wanted...,Greenville for the weekend for my best friends birthday and leaving way later than i wanted...,neutral
 i work in youth justice,i work in youth justice,neutral
"so bored at work, its ridiculous, and my Saturday is going to suck with class in the morning","its ridiculous, and my Saturday is going to suck wi",negative
 where were u?  (via ) - Meetings...,where were u?  (via ) - Meetings...,neutral
" Oh, I is dubbed Breesaholic Insomniac #2  *feels special* oh! must add third Angel drink to post","Oh, I is dubbed Breesaholic Insomniac #2  *feels special* oh! must add third Angel drink to post",neutral
Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!,Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!,negative
Been invited to join a group in Second Life called 'Ballistic Autistics'.  Cute name.,Cute,positive
Type cold in my room,Type cold in my room,neutral
"_ yes i know, gross, haha im better then them all","yes i know, gross, haha im better then them all",neutral
" Of course. I`d send it to you, but I don`t think it would survive the trip.",survive,positive
" Yes, they clearly relished acting together, sparking off each other`s performance. And milking all the laughs!",laughs!,positive
Okay gots to go and now for the first time since it started will miss the Block Party on ,Okay gots to go and now for the first time since it started will miss the Block Party on,neutral
had an awesome time with  and ,awesome,positive
 if only  wouldn`t have some fiftythousand followers... hugh laurie`s just a needle in a haystack now!,if only  wouldn`t have some fiftythousand followers... hugh laurie`s just a needle in a haystack now!,neutral
" I would have, but SuperTarget didn`t have any.","I would have, but SuperTarget didn`t have any.",neutral
Made a seamless connection to Toro Toro Quebec Two.,Made a seamless connection to Toro Toro Quebec Two.,neutral
 Good!! Busy as heck but good. Feeling yucky at the moment.,Good!! Busy as heck but good. Feeling yucky at the moment.,neutral
 Poor you. I`m off on Bank Holiday Monday today too,Poor,negative
: Chillin` at home-watching a movie on tv & making some 'healthified' streusel coffee cake.,Chillin` at home-watching a movie on tv & making some 'healthified' streusel coffee cake.,neutral
 Thanks  New work will arrive in a few weeks,Thanks,positive
Me hice una maruchan,Me hice una maruchan,neutral
 hey guys it`s leann. . i dont know if you remember me but i just wanted to say that i`m very excited to see you guys go far,excited,positive
going to the beach today,going to the beach today,neutral
Just paid my bills now I have no money,Just paid my bills now I have no money,negative
http://twitpic.com/4jfkw - AFC! Oh yess,Oh yess,positive
 how is your coding going?,how is your coding going?,neutral
" no I won`t honey I got mad yrs to go , why am I crazy?",mad,negative
aaahhh...just woke up! feels good to sleep in on a monday!!!,good,positive
I hope my mom enjoys her Mother`s Day gift,enjoys,positive
"jus woke up, late  runnin to work have students to train!","jus woke up, late  runnin to work have students to train!",neutral
i hate not being able to twitterize on my cell phone  oh well,i hate,negative
" carls jr sounds hella good, you should bring me some  http://myloc.me/G3o","hella good,",positive
 ommg gurll why aren`t u going how sad,sad,negative
I think you are super cute...,cute..,positive
Damnation. I just woke up.,Damnation. I just woke up.,neutral
I don`t know how to quit you-brokeback mountain,I don`t know how to quit you-b,negative
_**** I do!  I`ll probably get fired if I do though,I do!  I`ll probably get fired if I do though,neutral
just got home. went to totoro cafe (finally) for the first time ever. i liked it! what a colorful place. such a happy atmosphere,i liked it! what a colorful place. such a happy atmosphere,positive
" idk lol my head hurts. rly bad. & so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit","idk lol my head hurts. rly bad. & so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit",negative
 thnx babe  just call me when u finish it....,thnx,positive
Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.,hurt,negative
im seeing the hannah montana movie again today,im seeing the hannah montana movie again today,neutral
Seeing people today made me realize I really miss someone. But I also miss my grandpa he`s been gone 17 years  oh! but my moms mamagra ...,miss my,negative
 SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM - never freu you zu frï¿½h,SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM,neutral
 nope  i`m bored and hungry.,m bored,negative
 I hope you like your new sat nav,hope,positive
 tx me i have a new fone and i dont have anyones numbers,tx me i have a new fone and i dont have anyones numbers,neutral
About to clean my room,About to clean my room,neutral
" thank you, your dedication as a lamb is unparalleled also, all true lambs dedication is unparalleled","thank you,",positive
 wish  was coming too  I guess we can make time for you though if we have to ;),wish,positive
"Big Laptop is too big, so it`s time to switch to the Eee.  Bye big guy","Big Laptop is too big,",positive
 my your rather random.,my your rather random.,neutral
_morley LOL I love your kids,I love yo,positive
Good Morning Everyone,Good,positive
"Choir assembly was bad  it`s **** hot, yay!",bad,negative
"Bummer... Might not make it to the sunday show, hopefully some sun will shine on this cloudy day","Bummer... Might not make it to the sunday show, hopefully some sun will shine on this cloudy day",neutral
cant fall asleep,cant fall asleep,neutral
i`m lonely.  i need some hug.,i`m lonely.  i need some hug.,negative
"the muscle in my back is cramping up, hurts so bad! owww",hurts so bad!,negative
"i burned my tongue!  @ workkkkkkkkkkkkkkkkk,",burned,negative
Im eating a salad  and rember to comment my new myspace pictures plz?,Im eating a salad  and rember to comment my new myspace pictures plz?,neutral
 two. Just going to visit someone,two. Just going to visit someone,neutral
 Why I aint on ur #FF list? im hurt,hurt,negative
i thought it was already winter. turns out winter has even started,i thought it was already winter. turns out winter has even started,neutral
 yayy! i cant wait to see them!,yayy! i cant wait to see them!,neutral
Yay! Power = on! Phone = charged. It`s hot,Yay! Power = on! Phone = charged. It`s hot,neutral
" omg! is it mine? omg that`s so gross, I`m so sorry! I TOTALLY forgot about it until JUST now!","omg! is it mine? omg that`s so gross, I`m so sorry! I TOTALLY forgot about it until JUST now!",negative
"Oh, and before that last tweet i spent about half an hour on brushing my teeth with my new electric toothbrush! I feel great",great,positive
 that frenchfry-corndog looks so delish! I WANT!!  Welcome back to Seattle!,Welcome,positive
" ur welcome sweetie . Anytime . I need to find a way to get more followers , I don`t have many",ur welcome sweetie,positive
a bacon roll and a tea and the (hack)day is your friend  #openhacklondon,a bacon roll and a tea and the (hack)day is your friend  #openhacklondon,neutral
 people are pathetic  how do u know some one is trying?,pathetic,negative
" It`s a program that shows all Twitter and Facebook status updates all in one.. it`s alright, but yeah probably won`t use it often","It`s a program that shows all Twitter and Facebook status updates all in one.. it`s alright, but yeah probably won`t use it often",neutral
 Thanks! That will be you in October,Thanks!,positive
Is going to sleep not peaceful  wanted to hear him say Good Night but that didn`t happen  Good Night everyone....,Is going to sleep not peaceful  wanted to hear him say Good Night but that didn`t happen  Good Night everyone....,neutral
" hey, no we were second, kind sad, but it`s ok   guitar, guitar, guitar  BBQ and good time  what about you>?","hey, no we were second, kind sad, but it`s ok   guitar, guitar, guitar  BBQ and good time  what about you",neutral
Dad just gave me his old BlackBerry. Not that old... But it doesn`t even have a scroll ball. I want that Bold.,it doesn`t even have a scroll ball.,negative
Work out. Now actual work,Work out. Now actual work,neutral
"Back at it after a weekend of working in the yard. Didn`t open the laptop once, and I`m thankful.",I`m thankful.,positive
